created_date,job_title,company,salary,address,time,link_description
2023-08-01,Cocos Creator,Công Ty TNHH Công Nghệ Inwave,Tới 40 triệu,Hà Nội,Còn 60 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/cocos-creator/767506.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Account Manager,Công ty cổ phần HBLab (Hedspi Brothers Lab),Tới 14 triệu,Hà Nội: Cầu Giấy,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/account-manager/1074492.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Java Developer,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,"Tới 2,000 USD",Hồ Chí Minh: Tân Bình,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/java-developer/901415.html?ta_source=JobSearchList_LinkDetail
2023-08-01,"Backend Developer (C#,.Net)",CTCP Phần mềm SOFTMART,10 - 18 triệu,Hà Nội: Đống Đa,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/backend-developer-c-net/1074128.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Junior Developer,FPT Software,Thoả thuận,Hồ Chí Minh: Quận 9,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/junior-developer/1074451.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Software Developer,Tổ chức Giáo dục và Đào tạo Apollo Việt Nam,Thoả thuận,Hà Nội: Hai Bà Trưng,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/software-developer/1074507.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Backend Java Developer,Công ty Cổ phần Grooo International - Chi nhánh Hồ Chí Minh,"1,000 - 1,500 USD",Hồ Chí Minh: Quận 3,Còn 19 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/backend-java-developer/1074443.html?ta_source=JobSearchList_LinkDetail
2023-08-01,IT Manager,Công ty TNHH Khách sạn và Văn phòng làm việc A-1 VY,Thoả thuận,Hồ Chí Minh: Phú Nhuận,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/it-manager/1074427.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Product Owner,Mona Media,8 - 25 triệu,Hồ Chí Minh: Tân Bình,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/product-owner/1074359.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên Triển Khai Dự Án,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),Thoả thuận,Hà Nội: Đống Đa,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/brand/vnpay/tuyen-dung/nhan-vien-trien-khai-du-an-j1074425.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Frontend Developer (Vue.JS/Fabric.JS),Công ty TNHH Quý Khánh IT,"Tới 1,500 USD",Bình Dương,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/frontend-developer-vue-js-fabric-js/1074275.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Kỹ Sư Hệ Thống Máy Chủ (System Server Engineer),CÔNG TY TNHH VITZ VIỆT NAM,"Trên 1,000 USD",Đà Nẵng: Liên Chiểu,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-he-thong-may-chu-system-server-engineer/1073164.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Manual Tester,TP&P Technology Co. Ltd.,Tới 30 triệu,"Hà Nội: Cầu Giấy, Hoàn Kiếm",Còn 19 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/manual-tester/1073906.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Automation Tester Engineer - Global Market,Công ty Cổ Phần Rikkeisoft,Thoả thuận,Hà Nội: Từ Liêm: Hồ Chí Minh: Tân Bình,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/automation-tester-engineer-global-market/1074332.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Thực Tập Sinh & Fresher C++ Engineer,"Toshiba Software Development (Vietnam) Co., Ltd.",7.5 - 14 triệu,Hà Nội: Ba Đình,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-sinh-fresher-c-engineer/1005509.html?ta_source=JobSearchList_LinkDetail
2023-08-01,"Kỹ Sư Cầu Nối (Brse, N2/N1)",Công ty Cổ phần Tập đoàn Omi (OmiGroup),25 - 50 triệu,Hồ Chí Minh: Bình Thạnh,Còn 19 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse-n2-n1/1073624.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Digital Content Marketing,Công ty Cổ phần Tích hợp Giải Pháp mạng Việt Nam,Tới 15 triệu,Hà Nội: Cầu Giấy,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/digital-content-marketing/1035402.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Chuyên Viên Điều Phối Dự Án IT - Dự Án Banking,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,"Tới 1,200 USD",Hà Nội: Cầu Giấy,Còn 19 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-dieu-phoi-du-an-it-du-an-banking/1073937.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Chuyên Viên Lập Trình .Net,Công ty Cổ phần Phần mềm Trực tuyến và Thương mại Điện tử,Trên 16 triệu,Hà Nội: Từ Liêm,Còn 389 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-net/1016102.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Thực Tập Sinh Lập Trình Mobile,Công ty Cổ phần Phần mềm Trực tuyến và Thương mại Điện tử,Thoả thuận,Hà Nội: Từ Liêm,Còn 423 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-sinh-lap-trinh-mobile/1019925.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Chuyên Viên Cao Cấp Kiểm Thử - Msbit Bu - Dxk - 3I055,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Thoả thuận,Hà Nội,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-kiem-thu-msbit-bu-dxk-3i055/1073900.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Quản Trị Dự Án Phần Mềm,Công ty cổ phần dịch vụ công nghệ TSC Việt Nam,25 - 30 triệu,Hà Nội: Bắc Từ Liêm,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/quan-tri-du-an-phan-mem/1073675.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên Nodejs Tại Hà Nội,Công ty cổ phần dịch vụ công nghệ TSC Việt Nam,13 - 18 triệu,Hà Nội: Bắc Từ Liêm,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-tai-ha-noi/1073664.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Thực Tập Tiếng Đức (Tester Tiếng Đức),CÔNG TY TNHH HCL VIỆT NAM.,Thoả thuận,Hà Nội: Bắc Từ Liêm,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-tieng-duc-tester-tieng-duc/1073981.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Thực Tập Tiếng Thái (Tester Tiếng Thái),CÔNG TY TNHH HCL VIỆT NAM.,Thoả thuận,Hà Nội: Bắc Từ Liêm,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-tieng-thai-tester-tieng-thai/1073991.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Chuyên Viên IT,CÔNG TY CỔ PHẦN THƯƠNG MẠI BIORICH,9 - 12 triệu,Hồ Chí Minh: Quận 10,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/chuyen-vien-it/987075.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nodejs Developer,CÔNG TY TNHH TIN HỌC & DỊCH VỤ NAM LONG,Thoả thuận,Hồ Chí Minh: Bình Thạnh,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nodejs-developer/1001134.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Project Manager - Global Market (Base Tech),Công ty Cổ Phần Rikkeisoft,Thoả thuận,Hà Nội: Từ Liêm,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/project-manager-global-market-base-tech/1073806.html?ta_source=JobSearchList_LinkDetail
2023-08-01,"Business Analyst/ Product Owner - $1,200-$2,000 Gross",Văn phòng đại diện Mobile Health Pte. Ltd. tại thành phố Hà Nội,"1,200 - 2,000 USD",Hà Nội: Đống Đa,Còn 31 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/business-analyst-product-owner-1-200-2-000-gross/1072207.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên IT,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ MAP5SAO,8 - 12 triệu,Hồ Chí Minh: Tân Phú,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it/1072232.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên Android,Công ty Cổ phần Atomi Digital,Tới 30 triệu,Hà Nội: Đống Đa,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-android/1071964.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Mobile Back-End Developer,Công ty CP Raise Việt Nam,Thoả thuận,Hà Nội: Thanh Xuân,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/mobile-back-end-developer/1072160.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Kỹ Sư Triển Khai Hạ Tầng CNTT,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Trên 700 USD,Hà Nội: Nam Từ Liêm,Còn 152 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-trien-khai-ha-tang-cntt/1072023.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Thực Tập Sinh Lập Trình Viên .Net,CÔNG TY TNHH W2SOLUTION VIỆT NAM,Thoả thuận,Hồ Chí Minh: Quận 3,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-sinh-lap-trinh-vien-net/1058891.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Junior Tester Manual - Chuyên Viên Kiểm Thử Phần Mềm,Công ty TNHH Tích hợp Hệ thống Quản lý Quốc tế (Gimasys),Thoả thuận,Hà Nội: Hai Bà Trưng,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/junior-tester-manual-chuyen-vien-kiem-thu-phan-mem/1072020.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Flutter Developer [Hà Nội],GMO-Z.com RUNSYSTEM,Tới 35 triệu,Hà Nội: Đống Đa,Còn 26 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/flutter-developer-ha-noi/1072024.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Kỹ Sư Triển Khai Hệ Thống Phần Mềm,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Trên 700 USD,Hà Nội: Nam Từ Liêm,Còn 152 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ky-su-trien-khai-he-thong-phan-mem/1072004.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Server Engineer Internship,CÔNG TY TNHH SNA VIỆT NAM,5 - 15 triệu,Hồ Chí Minh: Quận 7,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/server-engineer-internship/669641.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên IT,TRƯỜNG CAO ĐẲNG VĂN HOÁ NGHỆ THUẬT VÀ DU LỊCH SÀI GÒN,Trên 8 triệu,Hồ Chí Minh: Bình Thạnh,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it/1012472.html?ta_source=JobSearchList_LinkDetail
2023-08-01,UX/UI Designer,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,Thoả thuận,Hồ Chí Minh: Tân Bình,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ux-ui-designer/904924.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Server Engineer,CÔNG TY TNHH SNA VIỆT NAM,Tới 30 triệu,Hà Nội: Bắc Từ Liêm,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/server-engineer/1001887.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên Vuejs/.Net Core,K Team,10 - 16 triệu,Nghệ An: TP Vinh,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-vuejs-net-core/1071332.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Senior Product Owner,GOT IT,Thoả thuận,Hồ Chí Minh: Quận 1,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/senior-product-owner/837183.html?ta_source=JobSearchList_LinkDetail
2023-08-01,UX/UI Designer - Salary Upto 50M Gross - Phú Nhuận,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,Tới 50 triệu,Hồ Chí Minh: Phú Nhuận,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ux-ui-designer-salary-upto-50m-gross-phu-nhuan/1071573.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Business Analyst - Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm,Công ty TNHH Lửa Á Châu,Thoả thuận,Hồ Chí Minh: Phú Nhuận,Còn 25 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/business-analyst-nhan-vien-phan-tich-nghiep-vu-phan-mem/283523.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Designer,Công ty TNHH Lửa Á Châu,Thoả thuận,Hồ Chí Minh: Phú Nhuận,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/designer/288150.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Business Analyst (Lĩnh Vực Fintech),Công ty Cổ phần Truyền thông IRIS,20 - 30 triệu,Hà Nội: Đống Đa,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/business-analyst-linh-vuc-fintech/1071752.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lead Back-End,CÔNG TY CỔ PHẦN CÔNG NGHỆ DELTA LABS,Thoả thuận,Cần Thơ: Ninh Kiều,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lead-back-end/1071776.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên Flutter,Công Ty Cổ Phần Dịch Vụ Công Nghệ SOTA Việt Nam,Tới 15 triệu,Hà Nội: Cầu Giấy,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-flutter/682647.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên PHP,Công Ty Cổ Phần Dịch Vụ Công Nghệ SOTA Việt Nam,10 - 20 triệu,Hà Nội: Nam Từ Liêm,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-php/93419.html?ta_source=JobSearchList_LinkDetail
2023-08-01,AI Engineer (Nlp Engineer),"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",Thoả thuận,Hà Nội: Hai Bà Trưng: Đà Nẵng: Thanh Khê,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/brand/ftechai/tuyen-dung/ai-engineer-nlp-engineer-j1071482.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên Kỹ Thuật Máy Tính - Hà Nội,CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ VÀ PHÁT TRIỂN THỊ TRƯỜNG TÂN PHÁT,9 - 12 triệu,Hà Nội: Đống Đa,Còn 4 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-may-tinh-ha-noi/721427.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Developer,CTY TNHH JUNG TALENTS,Thoả thuận,Hồ Chí Minh: Tân Bình,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/developer/1071442.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Intern (Fresher Mobile Developer - Android And IOS),FoxCode Studio,10 - 12 triệu,Đà Nẵng: Cẩm Lệ,Còn 91 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/intern-fresher-mobile-developer-android-and-ios/1018985.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Trưởng Nhóm Vận Hành Dịch Vụ Và CSKH Lương Từ 20 Triệu +++,Công ty Cổ phần dịch vụ và giải pháp xử lý dữ liệu VBEE,Trên 20 triệu,Hà Nội: Ba Đình,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/truong-nhom-van-hanh-dich-vu-va-cskh-luong-tu-20-trieu/1071237.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Senior Java Developer (Up To 2300$),Công ty TNHH Thu phí tự động VETC,"Tới 2,300 USD",Hà Nội: Nam Từ Liêm,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/senior-java-developer-up-to-2300/820550.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Business Analyst (Japanese),CÔNG TY CỔ PHẦN CQ TDT ASIA,"Tới 1,500 USD",Hà Nội,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/business-analyst-japanese/1044594.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên AI,Công ty Cổ phần Atomi Digital,Thoả thuận,Hà Nội: Đống Đa,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-ai/1071142.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên IT (Công Nghệ Thông Tin Phần Cứng),Công Ty Cổ Phần Đầu Tư Công Nghệ Hacom,Trên 10 triệu,Hà Nội: Đống Đa,Còn 26 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it-cong-nghe-thong-tin-phan-cung/455163.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Flutter Developer (Middle - Senior/ Thị Trường Âu Mỹ/ Upto 40M),Công Ty Cổ Phần Công Nghệ VMO Holdings,Tới 40 triệu,Hà Nội,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/flutter-developer-middle-senior-thi-truong-au-my-upto-40m/1037170.html?ta_source=JobSearchList_LinkDetail
2023-08-01,UI/UX Designer,Công ty Cổ Phần Đầu tư Công nghệ Trip,10 - 25 triệu,Hà Nội: Nam Từ Liêm,Còn 14 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/ui-ux-designer/1071029.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên IT,CÔNG TY TNHH SUNG SHIN SOLUTION (VIỆTNAM),Thoả thuận,Bình Dương: Bến Cát,Còn 19 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it/1071261.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Quản Trị Dự Án Phần Mềm (Project Manager),Công ty Cổ Phần Công Nghệ ITG,Tới 35 triệu,Hà Nội: Nam Từ Liêm,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/quan-tri-du-an-phan-mem-project-manager/1071339.html?ta_source=JobSearchList_LinkDetail
2023-08-01,React Native Developer,CÔNG TY CỔ PHẦN NEXLE,"Tới 1,500 USD",Hồ Chí Minh: Tân Bình: Đà Nẵng: Hải Châu,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/react-native-developer/658890.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Product Owner (Mid - Level) Up To 40M,Công ty TNHH Elliot,Tới 40 triệu,Hồ Chí Minh: Quận 7,Còn 22 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/product-owner-mid-level-up-to-40m/1070641.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên Fullstack,CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM ECO (TP. HÀ NỘI),Thoả thuận,Hồ Chí Minh: Tân Bình,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack/1070341.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lead Back-End,CÔNG TY CỔ PHẦN CÔNG NGHỆ DELTA LABS,Thoả thuận,Cần Thơ,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lead-back-end/1071178.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Middle Business Analyst,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,Tới 26 triệu,"Hồ Chí Minh: Quận 7, Quận 1",Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/middle-business-analyst/1070788.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Marketing Executive (Blockchain Game),CÔNG TY TNHH PHÁT TRIỂN PHẦN MỀM NEKO,10 - 15 triệu,Hà Nội: Ba Đình,Còn 1 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/marketing-executive-blockchain-game/1058267.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Unity Developer (Junior/Middle) - Lương Upto $1300,OneTech Asia,"Tới 1,300 USD",Hồ Chí Minh: Tân Bình,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/unity-developer-junior-middle-luong-upto-1300/1070700.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Frontend Developer Thu Nhập $1000,Công ty cổ phần CyStack Việt Nam,"900 - 1,000 USD",Hà Nội: Thanh Xuân,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/frontend-developer-thu-nhap-1000/1070371.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Mobile Developer ( Thu Nhập $1000),Công ty cổ phần CyStack Việt Nam,"900 - 1,000 USD",Hà Nội: Thanh Xuân,Còn 16 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/mobile-developer-thu-nhap-1000/1070444.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên R&D,Công Ty Cổ Phần VCCorp - SohaGame,Tới 20 triệu,Hà Nội,Còn 24 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-rd/202512.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Senior Developer (Nodejs/.Net/Python),POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),"Tới 2,000 USD",Hà Nội,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/senior-developer-nodejs-net-python/998631.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Technical Leader (Nodejs/.Net/Python) Eng,POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),Thoả thuận,Hà Nội,Còn 17 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/technical-leader-nodejs-net-python-eng/998775.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Fresher Business Development (English/Japanese),POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),Tới 15 triệu,Hà Nội,Còn 24 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/fresher-business-development-english-japanese/1011476.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Delivery Manager Software Services (Senior Project Manager),POWERGATE AUSTRALIA (CÔNG TY CỔ PHẦN TẬP ĐOÀN POWERGATE),"Tới 3,000 USD",Hà Nội: Cầu Giấy,Còn 45 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/delivery-manager-software-services-senior-project-manager/1070576.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Nhân Viên IT Support,Công ty TNHH MTV Thành Võ,Thoả thuận,Hồ Chí Minh: Tân Bình,Còn 15 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/nhan-vien-it-support/1066814.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Viên Mobile Developer ( Yêu Cầu 1 Năm Kinh Nghiệm),FUTURE INVESTMENT & REAL ESTATE INCORPORATION (FUINRE INC) VIETNAM BRANCH,15 - 23 triệu,Hà Nội: Hai Bà Trưng,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-developer-yeu-cau-1-nam-kinh-nghiem/635237.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Senior Game Designer,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ ARCHER STUDIO,Tới 35 triệu,Hà Nội: Thanh Xuân,Còn 9 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/senior-game-designer/1039690.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Thực Tập Sinh Game 2D Artist,iAPP TECHASIANS,Thoả thuận,Hà Nội: Thanh Xuân,Còn 9 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/thuc-tap-sinh-game-2d-artist/1005544.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Golang Developer,CÔNG TY CỔ PHẦN QUỐC TẾ TDA VIỆT NAM,Tới 30 triệu,Hà Nội: Cầu Giấy,Còn 10 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/golang-developer/1065419.html?ta_source=JobSearchList_LinkDetail
2023-08-01,2D Game Animation,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ ARCHER STUDIO,Tới 25 triệu,Hà Nội: Thanh Xuân,Còn 9 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/2d-game-animation/1039751.html?ta_source=JobSearchList_LinkDetail
2023-08-01,JavaScript Developer (Up To 30M),BSS Group,Tới 30 triệu,Hà Nội: Nam Từ Liêm,Còn 40 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/javascript-developer-up-to-30m/1066055.html?ta_source=JobSearchList_LinkDetail
2023-08-01,IT Project Manager,Công ty TNHH Tư Vấn - Kiểm Toán S&S,Thoả thuận,Hà Nội: Nam Từ Liêm: Hồ Chí Minh: Quận 1,Còn 10 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/it-project-manager/1064204.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Lập Trình Java - Server Game,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,Tới 20 triệu,Hà Nội: Đống Đa,Còn 18 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/lap-trinh-java-server-game/1065850.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Senior.Net Developer,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,Thoả thuận,Hà Nội: Nam Từ Liêm,Còn 9 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/senior-net-developer/1038070.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Developer (Senior),Công ty TNHH Tích hợp Hệ thống Quản lý Quốc tế (Gimasys),Thoả thuận,Hồ Chí Minh: Phú Nhuận,Còn 30 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/developer-senior/1065494.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Data Governance - Salary Up To $3000,FPT Software,Thoả thuận,Hà Nội: Cầu Giấy,Còn 29 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/data-governance-salary-up-to-3000/1065265.html?ta_source=JobSearchList_LinkDetail
2023-08-01,Data Engineer - Salary Up To $2800,FPT Software,Thoả thuận,Hà Nội: Cầu Giấy,Còn 29 ngày để ứng tuyển,https://www.topcv.vn/viec-lam/data-engineer-salary-up-to-2800/1065279.html?ta_source=JobSearchList_LinkDetail
